triple_id	subject	predicate	object	source_file	source_row
2332	SNMP	使用	熟知端口162来接收来自各代理的trap报文	简单网络管理协议SNMP	41
2333	SNMP	通过	探询操作实现管理功能	简单网络管理协议SNMP	42
2334	SNMP	采用	周期性探询以维持对网络资源的实时监视	简单网络管理协议SNMP	43
2335	SNMP	允许	代理检测到有事件发生时发送陷阱信息	简单网络管理协议SNMP	44
2336	SNMP	允许	管理者从代理读取MIB树的下一个变量的值	简单网络管理协议SNMP	45
2337	SNMP	允许	管理者从另一远程管理者读取该管理者控制的代理中的变量值	简单网络管理协议SNMP	46
2338	SNMP	允许	代理向管理者报告代理中发生的异常事件	简单网络管理协议SNMP	47
2339	SNMP	在	管理者之间报告某些类型的差错	简单网络管理协议SNMP	48
2340	SNMP	使用	隐式标记IMPLICIT简化编码	简单网络管理协议SNMP	49
2341	SNMP	允许	管理者从代理读取大数据块的值	简单网络管理协议SNMP	52
2342	SNMP	允许	管理者之间报告某些类型的差错	简单网络管理协议SNMP	55
2343	SNMP	使用	UDP协议传输	简单网络管理协议SNMP	56
2344	SNMP	使用	熟知端口161和162	简单网络管理协议SNMP	57
2345	SNMP	允许	管理者从代理读取变量的值	简单网络管理协议SNMP	58
2346	SNMP	允许	管理者设置代理中变量的值	简单网络管理协议SNMP	59
2347	SNMP	允许	代理向管理者发送trap报文	简单网络管理协议SNMP	60
2348	SNMP	使用	ASN.1编码报文	简单网络管理协议SNMP	61
2349	SNMP	使用	UDP作为传输层协议	简单网络管理协议SNMP	62
2350	SNMP	允许	管理者和代理之间进行Get和Set操作	简单网络管理协议SNMP	63
2351	SNMP	允许	管理者和代理之间进行GetBulk操作	简单网络管理协议SNMP	64
2352	SNMP	允许	管理者和代理之间进行Inform和SNMPv2Trap操作	简单网络管理协议SNMP	65
2353	系统安全	包括	防火墙与入侵检测	系统安全：防火墙与入侵检测	0
2354	用户入侵	包括	利用系统漏洞进行未授权登录	系统安全：防火墙与入侵检测	1
2355	用户入侵	包括	授权用户非法获取更高级别权限	系统安全：防火墙与入侵检测	2
2356	软件入侵方式	包括	通过网络传播病毒、蠕虫和特洛伊木马	系统安全：防火墙与入侵检测	3
2357	软件入侵方式	包括	阻止合法用户正常使用服务的拒绝服务攻击	系统安全：防火墙与入侵检测	4
2358	防火墙	通过	严格控制进出网络边界的分组	系统安全：防火墙与入侵检测	6
2359	防火墙	减少	潜在入侵的发生	系统安全：防火墙与入侵检测	7
2360	防火墙	降低	安全风险	系统安全：防火墙与入侵检测	8
2361	防火墙	是	特殊编程的路由器	系统安全：防火墙与入侵检测	9
2362	防火墙	位于	互联网和内部网络之间	系统安全：防火墙与入侵检测	12
2363	防火墙	把里面的网络称为	可信的网络	系统安全：防火墙与入侵检测	13
2364	防火墙	把外面的网络称为	不可信的网络	系统安全：防火墙与入侵检测	14
2365	防火墙技术	分为	分组过滤路由器和应用网关	系统安全：防火墙与入侵检测	15
2366	分组过滤路由器	根据	过滤规则对进出内部网络的分组执行转发或者丢弃	系统安全：防火墙与入侵检测	16
2367	过滤规则	基于	分组的网络层或运输层首部的信息	系统安全：防火墙与入侵检测	17
2368	分组过滤	可以是	无状态的	系统安全：防火墙与入侵检测	18
2369	分组过滤	可以是	有状态的	系统安全：防火墙与入侵检测	19
2370	应用网关	也称为	代理服务器	系统安全：防火墙与入侵检测	20
2371	应用网关	在	应用层通信中扮演报文中继的角色	系统安全：防火墙与入侵检测	21
2372	入侵检测系统IDS	通过对进入网络的分组进行深度分析与检测发现	疑似入侵行为的网络活动	系统安全：防火墙与入侵检测	22
2373	入侵检测系统IDS	进行	报警以便进一步采取相应措施	系统安全：防火墙与入侵检测	23
2374	入侵检测系统	用于	检测多种网络攻击	系统安全：防火墙与入侵检测	27
2375	椭圆曲线密码ECC	已在	TLS 1.3的握手协议中占据非常重要地位	系统安全：防火墙与入侵检测	29
2376	椭圆曲线密码ECC	在	电子护照和金融系统中大量使用	系统安全：防火墙与入侵检测	30
2377	量子密码	导致	后量子密码学的研究方兴未艾	系统安全：防火墙与入侵检测	32
2378	标识密码	把	用户标识作为公钥	系统安全：防火墙与入侵检测	33
2379	计算机网络上的通信威胁	可分为	被动攻击和主动攻击	系统安全：防火墙与入侵检测	38
2380	主动攻击的类型	包括	更改报文流、拒绝服务、伪造初始化、恶意程序等	系统安全：防火墙与入侵检测	39
2381	计算机网络安全	包括	机密性、端点鉴别、信息的完整性、运行的安全性	系统安全：防火墙与入侵检测	40
2382	计算机网络	面临的	安全问题日趋严重	网络安全	0
2383	网络中存储和传输的数据	需要	保护	网络安全	1
2384	计算机网络安全	是	另一门专业学科	网络安全	2
2385	本章	主要介绍	计算机网络安全问题的基本内容	网络安全	3
2386	计算机网络	面临的	安全性威胁和计算机网络安全的主要问题	网络安全	4
2387	计算机网络安全	涉及	对称密钥密码体制和公钥密码体制的特点	网络安全	5
2388	计算机网络安全	包括	鉴别、报文鉴别码、数字签名、证书、证书链的概念	网络安全	6
2389	计算机网络安全	涵盖	网络层安全协议IPsec协议族和运输层安全协议TLS的要点	网络安全	7
2390	计算机网络安全	包含	应用层电子邮件的安全措施	网络安全	8
2391	系统安全	涉及	防火墙与入侵检测	网络安全	9
2392	计算机网络的通信	面临	两大类威胁	网络安全	10
2393	被动攻击	指	攻击者从网络上窃听他人的通信内容	网络安全	11
2394	被动攻击	通常称为	截获	网络安全	12
2395	被动攻击	包括	观察和分析协议数据单元PDU	网络安全	13
2396	流量分析	是	一种被动攻击	网络安全	14
2397	主动攻击	包括	篡改攻击	网络安全	15
2398	主动攻击	包括	恶意程序	网络安全	16
2399	恶意程序	对	网络安全威胁较大	网络安全	17
2400	篡改攻击	指	攻击者故意篡改网络上传送的报文	网络安全	18
2401	篡改攻击	也称为	更改报文流	网络安全	19
2402	IPsec	是	网络层安全协议	网络安全	20
2403	TLS	是	运输层安全协议	网络安全	21
2404	电子邮件安全措施	在	应用层	网络安全	22
2405	系统安全	包括	防火墙	网络安全	23
2406	系统安全	包括	入侵检测	网络安全	24
2407	网络的安全问题	需要	保护网络中存储和传输的数据	网络安全	25
2408	网络的安全问题	涉及	大量的用户来自社会各个阶层与部门	网络安全	26
2409	网络的安全问题	需要	初步的介绍	网络安全	27
2410	网络的安全问题	涉及	数据加密模型	网络安全	28
2411	网络的安全问题	包括	被动攻击和主动攻击	网络安全	29
2412	被动攻击	通过	观察PDU的协议控制信息部分了解正在通信的协议实体的地址和身份	网络安全	30
2413	被动攻击	通过	研究PDU的长度和传输的频度了解所交换的数据的某种性质	网络安全	31
2414	主动攻击	包括	中断传送的报文	网络安全	32
2415	主动攻击	包括	把完全伪造的报文传送给接收方	网络安全	33
2416	恶意程序	包括	多种类型	网络安全	34
2417	恶意程序	对	网络安全构成较大威胁	网络安全	35
2418	网络安全	随着	计算机网络的发展而日趋严重	网络安全问题概述	0
2419	网络安全	需要	保护网络中存储和传输的数据	网络安全问题概述	1
2420	本章	介绍	计算机网络安全问题的基本内容	网络安全问题概述	3
2421	计算机网络面临的安全性威胁	包括	被动攻击和主动攻击	网络安全问题概述	4
2422	被动攻击	又称为	流量分析	网络安全问题概述	6
2423	恶意程序	包括	计算机病毒	网络安全问题概述	9
2424	恶意程序	包括	计算机蠕虫	网络安全问题概述	10
2425	恶意程序	包括	特洛伊木马	网络安全问题概述	11
2426	恶意程序	包括	逻辑炸弹	网络安全问题概述	12
2427	恶意程序	包括	后门入侵	网络安全问题概述	13
2428	拒绝服务DoS	指	攻击者向服务器发送大量分组使其无法提供正常服务	网络安全问题概述	14
2429	分布式拒绝服务DDoS	指	从互联网上的成百上千个网站集中攻击一个网站	网络安全问题概述	15
2430	计算机网络通信安全的目标	包括	防止分析出报文内容和流量分析	网络安全问题概述	16
2431	计算机网络通信安全的目标	包括	防止恶意程序	网络安全问题概述	17
2432	计算机网络通信安全的目标	包括	检测更改报文流和拒绝服务	网络安全问题概述	18
2433	对付被动攻击	可采用	各种数据加密技术	网络安全问题概述	19
2434	对付主动攻击	需结合	适当的鉴别技术	网络安全问题概述	20
2435	安全的计算机网络	不可判定	网络的安全性	网络安全问题概述	21
2436	安全的计算机网络	主要采用	人工分析的方法来找漏洞	网络安全问题概述	22
2437	安全的计算机网络	应设法达到	机密性	网络安全问题概述	23
2438	安全的计算机网络	应设法达到	端点鉴别	网络安全问题概述	24
2439	安全的计算机网络	应设法达到	信息的完整性	网络安全问题概述	25
2440	安全的计算机网络	应设法达到	运行的安全性	网络安全问题概述	26
2441	访问控制	对	计算机系统的安全性非常重要	网络安全问题概述	27
2442	数据加密模型	包括	加密算法E	网络安全问题概述	28
2443	数据加密模型	包括	加密密钥K	网络安全问题概述	29
2444	数据加密模型	包括	解密算法D	网络安全问题概述	30
2445	在计算上安全的密码体制	指	不能在一定时间内被可以使用的计算资源破译	网络安全问题概述	35
2446	对称密钥密码体制	指	加密密钥与解密密钥都使用相同密钥的密码体制	网络安全问题概述	36
2447	DES	属于	对称密钥密码体制	网络安全问题概述	37
2448	DES	在	1977年被美国定为联邦信息标准	网络安全问题概述	39
2449	DES	是	一种分组密码	网络安全问题概述	40
2450	DES使用的密钥	占有	64位（实际密钥长度为56位，外加8位用于奇偶校验）	网络安全问题概述	42
2451	三重DES	是	解决DES 56位密钥问题的一种方案	网络安全问题概述	45
2452	公钥密码体制	包括	加密密钥PK和解密密钥SK	网络安全问题概述	48
2453	公钥密码体制	包括	加密算法E和解密算法D	网络安全问题概述	49
2454	公钥	是	向公众公开的	网络安全问题概述	50
2455	私钥	是	需要保密的	网络安全问题概述	51
2456	RSA体制	由	美国三位科学家Rivest, Shamir和Adleman于1976年提出	网络安全问题概述	52
2457	RSA体制	基于	数论中的大数分解问题	网络安全问题概述	53
2458	本章	讨论	网络互连问题	网络层	0
2459	本章	介绍	网络层提供的两种服务和两个层面	网络层	1
2460	本章	讨论	网际协议IP	网络层	2
2461	本章	讨论	网际控制报文协议ICMP	网络层	3
2462	本章	讨论	常用的路由选择协议	网络层	4
2463	本章	讨论	IPv6的主要特点	网络层	5
2464	本章	讨论	IP多播的概念	网络层	6
2465	本章	讨论	虚拟专用网VPN	网络层	7
2466	本章	讨论	网络地址转换NAT	网络层	8
2467	本章	介绍	多协议标签交换MPLS	网络层	9
2468	本章	介绍	软件定义网络SDN	网络层	10
2469	网络层	向运输层提供	服务	网络层	11
2470	网络层服务争论焦点	是	可靠交付应由网络还是端系统负责	网络层	12
2471	面向连接的通信方式	模仿	电话服务	网络层	13
2472	面向连接的通信方式	使用	程控交换机	网络层	14
2473	虚电路	是	逻辑上的连接	网络层	15
2474	虚电路	沿着	存储转发方式传送	网络层	16
2475	电路交换	建立	真正的连接	网络层	17
2476	分组交换	使用	虚连接	网络层	18
2477	互联网先驱者	提出	端到端可靠传输服务	网络层	19
2478	第4章	讨论	网络互连问题	网络层的几个重要概念	0
2479	网络层	提供	两种服务和两个层面	网络层的几个重要概念	1
2480	网络层	核心内容是	网际协议IP	网络层的几个重要概念	2
2481	掌握协议IP	能	理解互联网是怎样工作的	网络层的几个重要概念	3
2482	本章	讨论	几种常用的路由选择协议	网络层的几个重要概念	5
2483	本章	简单介绍	多协议标签交换MPLS	网络层的几个重要概念	10
2484	本章	简单介绍	软件定义网络SDN	网络层的几个重要概念	11
2485	虚拟互联网络	是	本章最重要的内容之一	网络层的几个重要概念	12
2486	两种服务	是	本章最重要的内容之一	网络层的几个重要概念	13
2487	两个层面	是	本章最重要的内容之一	网络层的几个重要概念	14
2488	IP地址	与	MAC地址的关系	网络层的几个重要概念	15
2489	传统分类的IP地址	是	本章重点内容	网络层的几个重要概念	16
2490	无分类域间路由选择CIDR	是	本章重点内容	网络层的几个重要概念	17
2491	路由选择协议	的工作原理	是本章讨论的内容	网络层的几个重要概念	18
2492	网络层服务	包括	面向连接和无连接	网络层的几个重要概念	20
2493	可靠交付	应由	网络还是端系统负责	网络层的几个重要概念	21
2494	电信网	提供	电话服务	网络层的几个重要概念	22
2495	电信网	使用	昂贵的程控交换机	网络层的几个重要概念	23
2496	面向连接的通信方式	使	电信网络能够向用户提供可靠传输的服务	网络层的几个重要概念	24
2497	计算机网络	应模仿	打电话所使用的面向连接的通信方式	网络层的几个重要概念	25
2498	虚电路VC	是	逻辑上的连接	网络层的几个重要概念	26
2499	分组	沿着	虚电路按照存储转发方式传送	网络层的几个重要概念	27
2500	分组的首部	需要填写	虚电路的编号	网络层的几个重要概念	28
2501	互联网先驱者	提出	端到端可靠传输的服务	网络层的几个重要概念	29
2502	端到端可靠传输	适用于	传统电话业务	网络层的几个重要概念	30
2503	互联网	提供	端到端可靠传输的服务	网络层的几个重要概念	31
2504	虚电路	表示	这只是一条逻辑上的连接	网络层的几个重要概念	32
2505	电路交换的电话通信	是	先建立了一条真正的连接	网络层的几个重要概念	33
2506	分组交换的虚连接	和	电路交换的连接只是类似	网络层的几个重要概念	34
2507	SDN	是	软件定义网络	网络层的几个重要概念	36
2508	VPN	是	虚拟专用网	网络层的几个重要概念	37
2509	NAT	是	网络地址转换	网络层的几个重要概念	38
2510	ICMP	是	网际控制报文协议	网络层的几个重要概念	39
2511	CIDR	是	无分类域间路由选择	网络层的几个重要概念	40
2512	IP多播	是	网络层讨论的概念之一	网络层的几个重要概念	41
2513	IP地址	与	MAC地址有特定的关系	网络层的几个重要概念	42
2514	传统分类的IP地址	被	CIDR所替代	网络层的几个重要概念	43
2515	路由选择协议	是	网络层的重要组成部分	网络层的几个重要概念	44
2516	面向连接的服务	需要	建立连接	网络层的几个重要概念	45
2517	无连接的服务	不需要	建立连接	网络层的几个重要概念	46
2518	虚电路服务	是	网络层提供的服务之一	网络层的几个重要概念	47
2519	分组交换	使用	虚电路	网络层的几个重要概念	48
2520	电路交换	建立	真正的物理连接	网络层的几个重要概念	49
2521	网际协议IP	是	TCP/IP体系中两个最主要的协议之一	网际协议IP	0
2522	网际协议IP	也是	最重要的互联网标准协议之一	网际协议IP	1
2523	网际协议IP	称为	Kahn-Cerf协议	网际协议IP	2
2524	Kahn-Cerf协议	由	Robert Kahn和Vint Cerf共同研发	网际协议IP	3
2525	Robert Kahn和Vint Cerf	在2004年获得	图灵奖	网际协议IP	4
2526	IP	是	IP的第4个版本，记为IPv4	网际协议IP	5
2527	与协议IP配套使用的协议	包括	地址解析协议ARP、网际控制报文协议ICMP和网际组管理协议IGMP	网际协议IP	6
2528	逆地址解析协议RARP	是	与协议ARP配合使用的	网际协议IP	7
2529	TCP/IP体系中的网络层	常被称为	网际层(internet layer)或IP层	网际协议IP	8
2530	虚拟互连网络	是	由很多网络构成的互连网络	网际协议IP	9
2531	中间设备	根据	所在层次的不同有转发器、网桥、路由器和网关	网际协议IP	10
2532	路由器	是	专用计算机，用来在互连网中进行路由选择	网际协议IP	11
2533	IP网	好处是	主机进行通信时，好像在一个单个网络上通信一样	网际协议IP	12
2534	IP地址	是	给连到互联网上的每台主机或路由器的每个接口分配的一个在全世界范围内唯一的32位的标识符	网际协议IP	13
2535	IP地址	由	互联网名字和数字分配机构ICANN进行分配	网际协议IP	14
2536	IP地址	采用	点分十进制记法	网际协议IP	15
2537	IP地址	具有	两级结构，由网络号和主机号组成	网际协议IP	16
2538	网络号	标志	主机所连接的网络	网际协议IP	17
2539	主机号	标志	该主机（对路由器来说，就是标志该路由器）	网际协议IP	18
2540	IP地址	含义是	这个IP地址不但标志了该主机（或路由器），而且还标志了此接口所连接的网络	网际协议IP	19
2541	分类的IP地址	包括	A类、B类和C类地址	网际协议IP	20
2542	D类地址	是	多播地址	网际协议IP	21
2543	E类地址	是	保留地址	网际协议IP	22
2544	无分类编址CIDR	把	网络号改称为网络前缀	网际协议IP	23
2545	CIDR	使用	斜线记法	网际协议IP	24
2546	地址掩码	由	一连串1和接着的一连串0组成	网际协议IP	25
2547	地址掩码	又称为	子网掩码	网际协议IP	26
2548	IP地址	是	标志一台主机（或路由器）和一条链路的接口	网际协议IP	27
2549	多归属主机	是	一台主机同时连接到两个网络上时，该主机必须同时具有两个相应的IP地址	网际协议IP	28
2550	路由器	至少应当	连接到两个网络，因此一个路由器至少应当有两个不同的IP地址	网际协议IP	29
2551	IP地址	在	互联网上是平等的	网际协议IP	30
2552	地址解析协议ARP	用来解决	IP地址和MAC地址之间的映射问题	网际协议IP	31
2553	ARP	存放	从IP地址到MAC地址的映射表	网际协议IP	32
2554	IP数据报	由	首部和数据两部分组成	网际协议IP	33
2555	IP数据报首部	包括	固定部分和选项字段	网际协议IP	34
2556	IP数据报首部的固定部分	长度	是固定的，共20字节	网际协议IP	35
2557	IP数据报首部	指出	此数据报携带的数据使用何种协议	网际协议IP	36
2558	IP数据报首部检验和	只检验	数据报的首部，但不包括数据部分	网际协议IP	37
2559	IP数据报	在	互联网中传送和转发是基于分组首部中的目的地址的	网际协议IP	38
2560	IP数据报	必须能够	接受长度不超过576字节的数据报	网际协议IP	39
2561	IP数据报	在	互联网中至多可经过255个路由器	网际协议IP	40
2562	IP数据报	如果	长度超过网络的MTU而必须分片	网际协议IP	41
2563	网际控制报文协议ICMP	用于	更有效地转发IP数据报和提高交付成功的机会	网际控制报文协议ICMP	0
2564	ICMP	允许	主机或路由器报告差错情况和提供有关异常情况的报告	网际控制报文协议ICMP	1
2565	ICMP	是	互联网的标准协议	网际控制报文协议ICMP	2
2566	ICMP	不是	高层协议	网际控制报文协议ICMP	3
2567	ICMP	是	IP层的协议	网际控制报文协议ICMP	4
2568	ICMP报文	作为	IP层数据报的数据	网际控制报文协议ICMP	5
2569	ICMP报文格式	包括	类型、代码和检验和	网际控制报文协议ICMP	6
2570	ICMP	分为	ICMP差错报告报文和ICMP询问报文	网际控制报文协议ICMP	7
2571	ICMP差错报告报文	包括	终点不可达、时间超过、参数问题和改变路由	网际控制报文协议ICMP	8
2572	ICMP询问报文	包括	回送请求或回送回答和时间戳请求或时间戳回答	网际控制报文协议ICMP	9
2573	ICMP报文的代码字段	用于	进一步区分某种类型中的几种不同情况	网际控制报文协议ICMP	10
2574	检验和字段	用来	检验整个ICMP报文	网际控制报文协议ICMP	11
2575	终点不可达	是	当路由器或主机不能交付数据报时发送的报文	网际控制报文协议ICMP	12
2576	时间超过	是	当路由器收到生存时间为零的数据报时发送的报文	网际控制报文协议ICMP	13
2577	参数问题	是	当路由器或目的主机收到的数据报的首部中有的字段的值不正确时发送的报文	网际控制报文协议ICMP	14
2578	改变路由	是	路由器把改变路由报文发送给主机的报文	网际控制报文协议ICMP	15
2579	ICMP差错报告报文	包含	收到的需要进行差错报告的IP数据报的首部和数据字段的前8个字节	网际控制报文协议ICMP	16
2580	回送请求或回送回答	用于	测试目的站是否可达以及了解其有关状态	网际控制报文协议ICMP	17
2581	时间戳请求或时间戳回答	用于	计算当前网络的往返时延	网际控制报文协议ICMP	18
2582	分组网间探测PING	使用	ICMP回送请求与回送回答报文	网际控制报文协议ICMP	19
2583	PING	是	应用层直接使用网络层ICMP的一个例子	网际控制报文协议ICMP	20
2584	traceroute	用于	跟踪一个分组从源点到终点的路径	网际控制报文协议ICMP	21
2585	traceroute	在	Windows操作系统中称为tracert	网际控制报文协议ICMP	22
2586	traceroute	发送	一连串的IP数据报	网际控制报文协议ICMP	23
2587	IP数据报	封装	无法交付的UDP用户数据报	网际控制报文协议ICMP	24
2588	ICMP时间超过差错报告报文	由	路由器发送给源主机	网际控制报文协议ICMP	25
2589	ICMP终点不可达差错报告报文	由	目的主机发送给源主机	网际控制报文协议ICMP	26
2590	IP	是	互联网的核心协议	网际控制报文协议ICMP	27
2591	IP地址耗尽	导致	IANA停止向地区互联网注册机构RIR分配IPv4地址	网际控制报文协议ICMP	28
2592	解决IP地址耗尽	需要	采用具有更大地址空间的新版本的IP，即IPv6	网际控制报文协议ICMP	29
2593	IPv6	发布	2017年7月	网际控制报文协议ICMP	30
2594	IPv6	是	IP的新版本	网际控制报文协议ICMP	31
2595	ICMP报文	不包括	对ICMP差错报告报文的ICMP差错报告报文	网际控制报文协议ICMP	32
2596	ICMP报文	不包括	对第一个分片的数据报片的所有后续数据报片的ICMP差错报告报文	网际控制报文协议ICMP	33
2597	ICMP报文	不包括	对具有多播地址的数据报的ICMP差错报告报文	网际控制报文协议ICMP	34
2598	ICMP报文	不包括	对具有特殊地址的数据报的ICMP差错报告报文	网际控制报文协议ICMP	35
2599	ICMP	允许	主机或路由器报告差错情况	网际控制报文协议ICMP	36
2600	ICMP	允许	主机或路由器提供有关异常情况的报告	网际控制报文协议ICMP	37
2601	ICMP报文	作为	IP数据报的数据部分发送	网际控制报文协议ICMP	38
2602	ICMP报文	具有	统一的格式	网际控制报文协议ICMP	39
2603	ICMP报文	包括	数据字段	网际控制报文协议ICMP	40
2604	ICMP差错报告报文	共有	四种类型	网际控制报文协议ICMP	41
2605	ICMP询问报文	包括	回送请求或回送回答	网际控制报文协议ICMP	42
2606	ICMP询问报文	包括	时间戳请求或时间戳回答	网际控制报文协议ICMP	43
2607	ICMP标准	在	不断更新	网际控制报文协议ICMP	44
2608	ICMP	不再使用	信息请求与回答报文	网际控制报文协议ICMP	45
2609	ICMP	不再使用	地址掩码请求与回答报文	网际控制报文协议ICMP	46
2610	ICMP	不再使用	路由器请求与通告报文	网际控制报文协议ICMP	47
2611	ICMP	不再使用	源点抑制报文	网际控制报文协议ICMP	48
2612	虚拟专用网VPN	利用	公用的互联网作为本机构各专用网之间的通信载体	虚拟专用网VPN和网络地址转换NAT	0
2613	虚拟专用网VPN	称为	专用网	虚拟专用网VPN和网络地址转换NAT	1
2614	虚拟专用网VPN	必须	通过加密保证数据安全	虚拟专用网VPN和网络地址转换NAT	2
2615	虚拟专用网VPN	需要	每一个场所购买专门的硬件和软件并进行配置	虚拟专用网VPN和网络地址转换NAT	3
2616	虚拟专用网VPN	使用	IP隧道技术	虚拟专用网VPN和网络地址转换NAT	4
2617	虚拟专用网VPN	又称为	内联网	虚拟专用网VPN和网络地址转换NAT	5
2618	内联网VPN	表示	场所A和B都属于同一个机构	虚拟专用网VPN和网络地址转换NAT	6
2619	外联网VPN	允许	外部机构参与	虚拟专用网VPN和网络地址转换NAT	7
2620	远程接入VPN	满足	流动员工在外地工作时与公司保持联系的需求	虚拟专用网VPN和网络地址转换NAT	8
2621	网络地址转换NAT	是在	1994年提出的	虚拟专用网VPN和网络地址转换NAT	9
2622	网络地址转换NAT	需要	在专用网连接到互联网的路由器上安装NAT软件	虚拟专用网VPN和网络地址转换NAT	10
2623	网络地址转换NAT	使	所有使用本地地址的主机在和外界通信时将其本地地址转换成全球IP地址	虚拟专用网VPN和网络地址转换NAT	11
2624	NAT路由器	至少有一个	有效的外部全球IP地址	虚拟专用网VPN和网络地址转换NAT	12
2625	NAPT	允许	多个拥有本地地址的主机共用NAT路由器上的一个全球IP地址	虚拟专用网VPN和网络地址转换NAT	14
2626	多协议标签交换MPLS	是	IETF于1997年成立的MPLS工作组开发的新协议	虚拟专用网VPN和网络地址转换NAT	15
2627	专用互联网	使用	本地地址	虚拟专用网VPN和网络地址转换NAT	16
2628	专用互联网	称为	本地互联网	虚拟专用网VPN和网络地址转换NAT	17
2629	专用互联网	称为	虚拟专用网VPN	虚拟专用网VPN和网络地址转换NAT	18
2630	虚拟专用网VPN	需要	为每一个场所购买专门的硬件和软件	虚拟专用网VPN和网络地址转换NAT	19
2631	虚拟专用网VPN	通过	公用互联网构成	虚拟专用网VPN和网络地址转换NAT	20
2632	虚拟专用网VPN	使得	不同网点之间的通信必须经过公用的互联网	虚拟专用网VPN和网络地址转换NAT	21
2633	虚拟专用网VPN	要求	所有通过互联网传送的数据都必须加密	虚拟专用网VPN和网络地址转换NAT	22
2634	虚拟专用网VPN	使得	机构内部的通信好像是在本部门的专用网上传送一样	虚拟专用网VPN和网络地址转换NAT	23
2635	网络地址转换NAT	允许	专用网内部的一些主机使用本地IP地址与互联网上的主机通信	虚拟专用网VPN和网络地址转换NAT	24
2636	网络地址转换NAT	使得	专用网内的主机可以使用有限数量的全球IP地址	虚拟专用网VPN和网络地址转换NAT	25
2637	网络地址转换NAT	要求	在专用网连接到互联网的路由器上安装NAT软件	虚拟专用网VPN和网络地址转换NAT	26
2638	网络地址转换NAT	允许	专用网内的主机轮流使用NAT路由器上的全球IP地址	虚拟专用网VPN和网络地址转换NAT	27
2639	多协议标签交换MPLS	允许	在上层可以承载多种协议	虚拟专用网VPN和网络地址转换NAT	28
2640	虚拟专用网VPN	有时称为	外联网	虚拟专用网VPN和网络地址转换NAT	30
2641	虚拟专用网VPN	有时称为	内联网	虚拟专用网VPN和网络地址转换NAT	31
2642	虚拟专用网VPN	有时称为	远程接入VPN	虚拟专用网VPN和网络地址转换NAT	32
2643	网络地址转换NAT	使得	专用网内的主机不能直接充当服务器	虚拟专用网VPN和网络地址转换NAT	33
2644	网络地址转换NAT	使得	专用网内的主机可以共用一个全球IP地址	虚拟专用网VPN和网络地址转换NAT	34
2645	多协议标签交换MPLS	使得	数据包的转发更加高效	虚拟专用网VPN和网络地址转换NAT	35
2646	虚拟专用网VPN	允许	不同机构的主机进行安全的通信	虚拟专用网VPN和网络地址转换NAT	36
2647	网络地址转换NAT	允许	专用网内的主机使用本地IP地址访问互联网	虚拟专用网VPN和网络地址转换NAT	38
2648	网络地址转换NAT	要求	NAT路由器具有至少一个有效的外部全球IP地址	虚拟专用网VPN和网络地址转换NAT	39
2649	多协议标签交换MPLS	允许	在网络层之上实现数据包的快速转发	虚拟专用网VPN和网络地址转换NAT	40
2650	虚拟专用网VPN	使得	机构内部的通信更加安全	虚拟专用网VPN和网络地址转换NAT	41
2651	虚拟专用网VPN	允许	机构内部的计算机使用本地地址进行通信	虚拟专用网VPN和网络地址转换NAT	42
2652	网络地址转换NAT	使得	专用网内的主机可以使用有限数量的全球IP地址访问互联网	虚拟专用网VPN和网络地址转换NAT	43
2653	多协议标签交换MPLS	是	一种基于标签的转发机制	虚拟专用网VPN和网络地址转换NAT	44
2654	虚拟专用网VPN	允许	机构内部的计算机通过互联网进行安全的通信	虚拟专用网VPN和网络地址转换NAT	45
2655	网络地址转换NAT	使得	专用网内的主机可以共用一个全球IP地址与互联网上的不同主机进行通信	虚拟专用网VPN和网络地址转换NAT	46
2656	多协议标签交换MPLS	允许	在网络层之上实现数据包的快速和灵活的转发	虚拟专用网VPN和网络地址转换NAT	47
2657	ZigBee网络	中包含	路由器RFD节点和协调器FFD节点	蜂窝移动通信网	0
2658	RFD节点	只能与	星形网中心的FFD节点交换数据	蜂窝移动通信网	1
2659	FFD节点	充当	ZigBee网络的协调器	蜂窝移动通信网	2
2660	协调器	负责	维护整个ZigBee网络的节点信息	蜂窝移动通信网	3
2661	协调器	可以	与其他ZigBee网络的协调器交换数据	蜂窝移动通信网	4
2662	高速WPAN	标准是	IEEE 802.15.3	蜂窝移动通信网	5
2663	IEEE 802.15.3a工作组	提出	超高速WPAN物理层标准	蜂窝移动通信网	7
2664	超宽带UWB技术	工作在	3.1~10.6 GHz微波频段	蜂窝移动通信网	9
2665	蜂窝移动通信系统	又称为	小区制移动通信	蜂窝移动通信网	10
2666	蜂窝无线通信网	最初用来	打电话	蜂窝移动通信网	11
2667	蜂窝无线通信技术	使得	手机成为接入互联网最主要的用户设备	蜂窝移动通信网	12
2668	蜂窝移动通信系统	使用最多的是	蜂窝移动通信	蜂窝移动通信网	13
2669	第一代蜂窝移动通信系统	使用	模拟技术和传统电路交换及频分多址FDMA	蜂窝移动通信网	14
2670	第二代蜂窝移动通信系统	代表性体制是	GSM系统	蜂窝移动通信网	15
2671	蜂窝移动通信	特点	把整个网络服务区划分成许多小区	蜂窝移动通信网	16
2672	GSM系统	使用	数字技术	蜂窝移动通信网	17
2673	GSM系统	提供	基本的话音通信服务	蜂窝移动通信网	18
2674	GSM系统	采用	FDMA/TDMA的混合系统	蜂窝移动通信网	19
